Unnamed: 0,Job Title,Company Name,Location,Posted Date,Job Level,Job Type,Job Function,Industry,Job Description
115,Data Analyst (Power BI) - IT Consulting (A-97232),PT RGF Human Resources Agent Indonesia,Area DKI Jakarta,2023-08-09,Tingkat pemula,Penuh waktu,Teknologi Informasi,Pengembangan Perangkat Lunak,"Develop and implement data governance frameworks, policies, and procedures to ensure data integrity, compliance, and access control
Drive the enhancement of Enterprise data infrastructure by designing and implementing underlying logic and structure for data setup, cleansing, and storage
Construct robust systems and reusable code modules to solve problems across the team and organization focusing on long-term maintenance and support of the application
Utilize the latest open-source tools, libraries, platforms, and languages to develop data products enabling interaction with large and complex data sets
Collaborate with Product Owners and cross-functional teams in a collaborative and agile environment to design rich data visualizations and interactive tools
Mentor engineers and establish forward-looking Data and technology objectives
Create and maintain optimal data pipeline architecture and assemble large, complex data sets that meet functional / non-functional business requirements
Build analytics tools to provide actionable insights into customer acquisition, operational efficiency, and other key business performance metrics
Address data-related technical issues and support data infrastructure needs of various stakeholders including the Executive, Product, Data, and Finance Teams




Requirements




Minimum of 6 years of experience in a related consulting, analyst, or engineer role with a focus on data governance
Proficiency in data engineering programming languages (e.g. Python, SQL) with at least four (4) years of experience
Extensive experience with streaming and big data tools such as Kafka, Spark and familiarity with relational SQL and NoSQL databases
At least 2 years of experience with Cloud computing and/or DevOps
Familiarity with data pipeline and workflow management tools like Airflow, and GCP cloud services including Big Query
Experience with data visualization tools (e.g. Tableau, metabase or similar tools) is a plus"
116,Data Engineer,PT. EIKON Technology,Area DKI Jakarta,2023-09-05,Tingkat pemula,Penuh waktu,Teknologi Informasi,Jasa Sumber Daya Manusia,"Responsibilities :

Gathering and organizing sales data, including customer information, sales results and market data
Maintaining sales forecasting models to predict future sales and support sales planning and budgeting
Assisting senior business analysts and sales team with data analysis and reporting, including creating spreadsheets, visualizing data, and preparing presentations
Providing administrative support to sales team, including scheduling appointments and helping to prepare sales report
Monitoring sales report for all site and outstanding report for delivery and sales order
Monitoring sales feed and premix

Requirement :

Bachelor Degree in Industrial Engineering, Business, Economy, Statictis, Accounting, IT or related major
Have experience in using SAP SD and advance using Ms. Office
Strong analytical and problem-solving skills
Knowledge of business processes and industries
A good understanding of technology and be able to use relevant tools and software for data analysis and visualization
Have strong organizational and communication skills, along with a basic understanding of data analysis and a willingness to learn"
117,Data Business Engagement Analyst,PT Bank Mayapada Internasional Tbk,Jakarta,2023-08-18,Tingkat pemula,Penuh waktu,Teknologi Informasi,Jasa Sumber Daya Manusia,"The ideal candidate is a self-motivated, multi-tasker, and demonstrated team-player. You will be a Go developer responsible for the development of new software products and enhancements to existing products. You should excel in working with large-scale applications and frameworks and have outstanding communication.




Responsibilities

Actively and directly contributing to code reviews, architecture and process improvements
Work with your team to build features/services, to maintain, improve and clean the code that your team owns
Coordinate with stakeholders (Product, QA, Scrum Master, etc)
Willing to learn and work across the tech stack to solve the business problem at hand




Qualifications

Min Bachelor Degree from Computer Science or equivalent
Min 1-2 years experience
Have experience using Golang, and MySQL/NoSQL/PosgreSQL/Elasticsearch
Nice to have experience using messaging system like Google Pubsub/RabbitMQ/Apache Kafka
Nice to have experience using Google Cloud Platform/AWS
A positive motivated individual who enjoys technical challenges
Have solid analytical thinking and system design skill
Good problem solving skills
Experienced in Git workflow
Fundamental microservices architecture"
118,Business Data Analyst - Investment Tech of Big Conglo,Michael Page,Area DKI Jakarta,2023-07-10,Tingkat pemula,Penuh waktu,Teknologi Informasi,Jasa Sumber Daya Manusia,"Background




Nikel is a financial technology company that enables small business lending in Southeast Asia. We combine deep expertise in alternative lending with best-in-class technology solutions to bridge international capital markets with underserved communities in Southeast Asia. Website:




Role




The Company is recruiting for the Data Engineer role to join our Data Science & Risk Analytics Team to help accelerate the Company’s innovation and data-driven strategy, including data management, data wrangling, data clean-up, and data pipeline.




Designed as a career accelerator to foster the next generation of leading talent, our Company provides the framework to develop world-class technical skills and gain a comprehensive understanding of credit, model development, and technology, from application and data development to advanced analytics and beyond. You will work at all phases of the data engineer life cycle, including:




Build, test, and maintain optimal data pipeline architecture
Build the infrastructure necessary for optimal extraction, transformation, and loading of data from a variety of sources
Assemble large & complex data sets to meet business demands
Work with stakeholders, including the senior management, Product, Data, and Design teams, to assist with data-related technical issues and support their data infrastructure needs.




The ideal candidate will be:




Curious and creative: You thrive on bringing definition to big, undefined problems. You love asking questions and pushing hard to find the answers. You are not afraid to share a new idea. You communicate clearly and effectively to share your findings with non-technical audiences.
Technical: You have hands-on experience developing data analyst concepts using open-source tools and modern cloud computing platforms. You are not afraid of petabytes of data.
Statistically minded: You know how to interpret data. You have experience with data visualization, single-factor analysis, multiple-factor analysis, and statistical inference.
Customer and product-oriented: You share our passion for improving banking.




Basic Qualifications




Bachelor’s Degree and some experience in Data Engineering
5+ of experience in Data Engineering
Some experience in open-source programming languages for data analysis
Experience with relational databases (Postgres SQL) & Document Based databases (MongoDB)
Ability to identify opportunities and act on them, both problem-solving skills and analytical skills
Knowledge of data gathering, cleaning, and transforming techniques




Preferred Qualifications




3+ years of experience using a managing relational database
Experience working with big data, cloud computing
3+ years of experience in Python, Airflow, Kubernetes
Experience in financial technology services




Benefits




Challenging role in a startup environment with strong growth ambitions
Meaningful work toward the Company’s social impact mission and vision
Competitive compensation and benefits




At Nikel, we are committed to diversity and equitable access to employment opportunities based on ability. Interested candidates can send their applications to careers@nikel.com. We thank all applicants for their interest but will only contact candidates selected to advance in the hiring process.




Powered by JazzHR




iKTaMdKS7a"
119,Data Engineer,Accenture Southeast Asia,Area DKI Jakarta,2023-09-22,Tingkat pemula,Penuh waktu,Teknologi Informasi,Jasa Sumber Daya Manusia,"We are looking for driven individuals to join us in a fast-paced environment at our office in Jakarta. We would like to invite motivated candidates to develop an exciting career, by being part of our growth team in Jakarta, Indonesia. Frost & Sullivan will offer an attractive remuneration to suitable candidates with growth opportunities at the Asia Pacific level!




Overview




Frost & Sullivan’s Growth Analytics team seeks smart individuals to fit industry consulting and research roles. The position involves in-depth understanding of various industries which the individual would leverage to not only develop content internally but also showcase our company’s expertise and opinions at external forums like client briefings, conferences and media events.




Actively contribute to research services in an individual capacity by delivering research services, consulting engagements, strategic insights into emerging technologies and regular monitoring of the concerned and connected markets.
Developing research service plans, reviewing research service deliverables and managing the overall research activities for some of leading clients across verticals.
Providing guidance to junior team members in their research activities and mentoring them for growth in their respective domains/functional areas.




Responsibilities




Research Leadership – Strong experience in secondary research spanning account intelligence, market context, vertical deep-dive, identifying key trends and growth patterns, competitive intelligence, etc.
Analytical Expertise - Knowledge on analytical tools and frameworks, including Salesforce, SQL, Power BI, etc.; strong excel skills, including experience with formulas, conditional formatting, pivot tables, among others; working knowledge of tools like SAS/ Tableau/ R/ Python would be an added advantage (not a must have but a good to have)
Client Management - Ability to multi-task and work closely with external clients in various time zones
Team Development – Mentor a team of junior analysts; create project/business plans along with delivery schedules; ensure timely deliverables against the planned milestones.
Thought Leadership: Ability to independently scope requests, propose new/ innovative ideas, develop best practices/processes and ways of working, actively lead, and participate in discussions with key stakeholders.
Quality Champion: Review the research content/deliverables from the team for integrity and provide strategic and tactical guidance to enhance quality.




Qualifications




We’re looking for candidates who -




Relevant experience of 3 – 5 years
Thorough understanding of market research, consulting, analytics methodologies, tools & frameworks
Working knowledge of key databases such as Factiva, Bloomberg, Thomson Research, Reuters, Capital IQ, Hoovers, Perfect Information, Venture Source, One Stop, Factset, DialogPro, etc.
Previous team lead/ project manager experience within a Consulting, Research or Analytics environment is a plus.
Candidates from a consulting industry will be preferred.
Relevant graduate qualification (B.Tech, B.S, M.S, MBA) is desirable
Outstanding written and verbal communication skills, with business fluency in English language. A second language will be an added advantage.




What will make you succeed at Frost & Sullivan?




You need to be-




Wildly curious and entrepreneurial
Committed to customer success
A self-starter invested in your future
A persuasive communicator
Deeply Analytical
Excited about Disruptive Trends




Benefits




Competitive base salary plus bonus opportunity.
Frost Flex Policy.
Attractive Medical and Accident insurance.
Regional travel opportunities.
A friendly open environment with a diverse and international operational focus.
A definite career path with numerous growth opportunities.
You will be part of a winning, global team that fosters teamwork and an Olympic spirit while enhancing your communication and people skills.
Encouragement to develop your intellectual curiosity and will be provided the ability to collaborate across all levels of the company across the globe.
Global awards & recognition opportunities & awards - President Club & Chairman Club Awards
“Best in class"" global team that strives for excellence.
Matrix structure with high visibility to top leadership
Growth Coaching University Certification




#EnrichYourLifeEnhanceYourCareer"
120,Lead Data Engineer,Indodana,Jakarta,2023-08-18,Tingkat pemula,Penuh waktu,Teknologi Informasi,Pengembangan Perangkat Lunak,"CTC: 14Mio All in




Skill Requirement




Education: S1 bidang Ilmu Komputer, Manajemen Informatika
Minimum 3 years of relevant working experience
Understand key data concepts, develop data set processes, techniques and considerations in Machine learning and data analytics
Training and relevant experience in one or more of the following areas :





1. Statistical modelling tools such as: R, Python, SAS, etc




2. Data manipulation using scripting languages like Python or using ETL tools




3. Visual analytics technologies like Tableau, Qlikview, PowerBI, etc




4. End-to-end analytics architecture, preferably with some working knowledge of big data stack




Passion towards automation where appropriate and beneficial
Unix Shell Scripting and knowledge of Job scheduler
Excellent understanding of technology life cycles and the concepts and practices required to build big data solutions
Ability to understand and build re-usable data assets or features to enable downstream data science models to read and use

"
121,Business Intelligence Developer,"LanceSoft, Inc.","Jakarta Raya, Indonesia",2023-09-14,Tingkat pemula,Penuh waktu,Teknologi Informasi,Pengembangan Perangkat Lunak,"We are seeking a talented and motivated Senior Associate - Data Analytics to join our client's dynamic team. Our client is a top consulting firm that has many success stories in developing their talent, organization, and client success. You will be responsible for leveraging your expertise to create value for our clients through data analytics, data visualization, and data governance.




Key Responsibilities:




Utilize your technical expertise to analyze data and derive valuable insights for our clients.
Implement data analytics processing using data structures such as SQL, ETL, and SSIS.
Develop programming algorithms (Python, Java, C, C#, .NET Framework) for data analytics processing.
Knowledge of web programming (ASP, JavaScript, JSON, CSS, and HTML) will be advantageous.
Apply machine learning and artificial intelligence techniques for advanced data analysis (a plus point).
Utilize statistical packages (Excel, R, Python, SPSS, SAS) to analyze data (a plus point).
Demonstrate familiarity with finance, accounting, and ERP systems to understand client needs.
Exhibit critical thinking and strong attention to detail in all projects.
Possess strong analytical, mathematical, and communication skills.
Clearly articulate business issues and potential impacts without relying on technical jargon.
Be a proactive team player, open to innovation, and embrace the growing trends in data and analytics.
Adapt effectively to work with different teams for varying periods while building strong working relationships with colleagues and clients at all levels.





Qualifications and Skills:




Bachelor's degree in Computer Science, Data Science, Statistics, or a related field.
1-5 years of practical experience in data analysis, programming, and data analytics spectrum.
Proficiency in data structures (SQL, ETL, SSIS) and programming languages (Python, Java, C, C#, .NET Framework).
Knowledge of web programming (ASP, JavaScript, JSON, CSS, and HTML) is desirable.
Experience with machine learning or artificial intelligence techniques is a plus point.
Familiarity with statistical packages (Excel, R, Python, SPSS, SAS) will be advantageous.
Basic understanding of finance, accounting, and ERP systems is preferred.
Strong critical thinking and attention to detail.





If you are passionate about leveraging data to drive impactful decisions, have a knack for problem-solving, and thrive in a collaborative environment, we'd love to hear from you. Apply now and be part of our client's dynamic team that's shaping the future of data analytics."
122,Data & Reporting Social Media Analyst,Pt. Ivonesia Solusi Data (ivosights),Jakarta,2023-09-08,Tingkat pemula,Penuh waktu,Teknologi Informasi,Pengembangan Perangkat Lunak,"Staffinc is a manpower supply service that connects talented professionals with top-tier clients across the industries. We specialize in providing highly skilled individuals who possess a wide range of technical expertise.

We are currently seeking a skilled and experienced Medior Data Engineer to join our client's team in Jakarta. As a Medior Data Engineer, you will be responsible for designing, developing, and maintaining data infrastructure and systems to enable efficient data processing and analysis. You will work closely with cross-functional teams to support data-driven decision-making and ensure the availability, integrity, and security of data assets.

Note: This opening serves as our talent pooling; the designated clients, locations, industries, and timeline may vary.

Responsibilities:

Collaborate with data architects, data scientists, and analysts to understand data requirements and develop scalable data solutions.
Design and develop data pipelines, ETL processes, and data integration workflows to extract, transform, and load data from various sources.
Build and maintain data warehouses, data lakes, and data marts to support data analysis and reporting.
Ensure data quality and integrity through data validation, cleansing, and profiling.
Optimize and tune database queries and processes for performance and scalability.
Implement and maintain data security and privacy measures in compliance with industry standards and regulations.
Troubleshoot and resolve data-related issues and inconsistencies.
Stay up-to-date with the latest trends and advancements in data engineering technologies and practices.


Requirements:

Bachelor's degree in Computer Science, Software Engineering, or a related field.
3-5 years of proven experience as a Data Engineer, preferably at a medior level.
Strong understanding of data engineering concepts, best practices, and data management principles.
Proficiency in SQL and experience with relational databases such as MySQL, PostgreSQL, or Oracle.
Experience with data integration tools and frameworks such as Apache Kafka or Apache Nifi.
Strong programming skills in at least one language such as Python, Java, or Scala.
Knowledge of big data technologies such as Hadoop, Spark, or NoSQL databases.
Familiarity with cloud-based data platforms such as AWS, Google Cloud, or Azure.
Experience with data modeling and database design.
Excellent problem-solving and analytical skills, with attention to detail.
Strong communication and collaboration skills, with the ability to work effectively in a team.
Excellent command of English, both written and verbal.
Must be able to work on-site in Jakarta.


Preferred Qualifications:

Experience with data orchestration and workflow management tools such as Apache Airflow or Luigi.
Knowledge of data governance, data quality management, and metadata management.
Familiarity with data visualization tools and techniques.
Understanding of machine learning and statistical analysis.
Familiarity with agile methodologies and experience working in agile teams.


Join our team and embark on an exciting journey with Staffinc and our prestigious clients. We look forward to welcoming you on board!"
123,"Data Analyst/ Senior Data Analyst (Bangkok Based, Relocation Support Provided)",Agoda,Area DKI Jakarta,2023-09-26,Tingkat pemula,Penuh waktu,Teknologi Informasi,Pengembangan Perangkat Lunak,"Exposure to build and monetize data|Stability (Multinational, big corporate)



About Our Client

Client is one of the big players in the Financial Services Industry.

Job Description


Work with data predictions and modelling to generate actionable business insights
Drive the ideation of new products or services to business units
Implement a management dashboard
Perform Data as a Service integration with the financial hub for data monetization purposes
Become the bridge between business units to ensure data availability and security
Ensure data governance runs correctly
Setting data roadmap and performance monitoring for the team
Become a leader who's also a coach, counsel, and mentor to improve employee competencies

The Successful Applicant


Strong technical and leadership skills in data engineering and analytics
At least a Bachelor degree in a quantitative subject, e.g. finance, financial mathematics, computer science, mathematics, physics, bio-informatics, engineering
Have demonstrable experience (minimum 4 years) of working as a Data Analyst/Data Scientist within a fast-paced working environment.
Experience in managing 5-10 subordinates, preferably with exposure to all data functions: Data Engineer, Data Analyst, Data Scientist, Data Governance & Quality
Expert in data analysis and generating business insights - you are going to be the engine that will drive the data monetization projects.
Strong in data manipulation and inferential statisticsExperienced with advanced Data Analytics/Predictive Analysis: Data modelling, Credit scoring, Machine learning, Customer journey model and predictions, Fraud identification
Comfortable working with open-ended questions and potentially ambiguous problem statements
Experience in collaborating with people outside your domain to deliver impact
Financial Service experience is a plus point
What's on Offer

Exposure to build and monetize data
Stability (Multinational, big corporate)
Fast-paced working culture

Contact: Clairine Lonteng

Quote job ref: JN-012023-5917457"
124,Data Architecture Analyst,PT Bank Mayapada Internasional Tbk,Jakarta,2023-08-15,Senior tingkat menengah,Penuh waktu,Teknologi Informasi,Penerbitan Konten Online,"ADVANCE.AI is a leading AI company that provides digital transformation, fraud prevention, and process automation solutions for enterprise clients. A leader in Artificial Intelligence, risk management and digital lending solutions, it currently partners over 700 enterprise clients across banking, financial services, fintech, payment, retail and e-commerce sectors. ADVANCE.AI has a global footprint across 11 markets in 3 continents.ADVANCE.AI is a leading AI company that provides digital transformation, fraud prevention, and process automation solutions for enterprise clients. A leader in Artificial Intelligence, risk management and has a global footprint with operations across ASEAN and wider APAC and Latin America it currently partners over 700 enterprise clients across banking, financial services, fintech, payment, retail and e-commerce sectors. ADVANCE.AI has a global footprint across 12 markets in 3 continents.

ADVANCE.AI is part of Advance Intelligence Group, a Series D-backed Tech Unicorn valued at US$2 billion, and also one of the largest independent technology startups based in Singapore. Founded in 2016, the Group has presence across South and Southeast Asia, Latin America and Greater China. The Group is backed by top tier investors SoftBank Vision Fund 2, Warburg Pincus, Northstar,Vision Plus Capital, Gaorong Capital, Pavilion Capital, GSR Ventures and Singapore-based global investor EDBI.

Ranked as the No.1 Top Startup in Singapore in 2021, we are partners with 700+ enterprise clients across Southeast Asia, South Asia and Mexico in sectors such as banking, financial services, fintech, payment, retail and e-commerce.

Advance Intelligence Group employees are united by a shared vision and purpose: to Advance with Intelligence for a Better Life--for our customers, colleagues and communities.

Our culture is built on values that are core to who we are and what we stand for:

We foster an INNOVATION mindset
We achieve results with EFFICIENCY and excellence
We take pride in the QUALITY of our work
We uphold INTEGRITY in all we do
We embrace COLLABORATION to work across business lines and borders


Responsibility

Improve Data Quality, Data Processing and Data Analytics, both on tools and the process
Develop and implement a proper data warehouse .
Optimize Database for Reporting and Analytics using suitable technologies (RDMS, Big Data/Hadoop, Graph, etc.)
Develop data roadmap
Involved in implementing data management framework align with current regulations


Requirements

Experience in ETL Tools , Talend, Java, Python is needed
Minimum 3 years experience working in Database (RDBMS - PostgreSQL preferred, Big Data/Hadoop, and Graph)
Minimum 3 years experience in Data Quality, Data Processing and Data Analytics
Has deep knowledge of Data Mart, Data Warehouse, and Data Lake.
Proficient in SQL is mandatory
Deep understanding on tasks of subject matching, data mapping, data integration, data aggregation, and data masking
Has experience working with SLIK-OJK and other credit data is preferred
Has experience working in Credit Bureau or Alternative Credit Information Provider is preferred
Able to work on cross platform OS: Windows, Linux, etc.
Understand data management framework, at least 3 things of data quality, security, governance, architecture, integration & interoperability, metadata, data warehouse & Business intelligence, Reference & master data, storage & operations.

"
125,POWER BI REPORT DEVELOPER,Beca,Area DKI Jakarta,2023-09-25,Senior tingkat menengah,Penuh waktu,Teknologi Informasi,Penerbitan Konten Online,"About the Company:



Our client is a leading banking and digital finance platform in Southeast Asia that operates in 4 major countries: Indonesia, Philippines, Vietnam and Malaysia.

Targeting an emerging market with an underserved but creditworthy and fast-growing consumer group, This Company currently provides users with digital banking, consumer credit, digital investment and insurance brokerage services, fulfilling financial needs for a wide range of customers.

Just now, This Company has raised a total of $438.1M in funding over 10 rounds. Their latest funding was raised on Feb 15, 2022 from a Series E round.

Responsibilities:

Responsible for daily monitoring business system, include entire business process/risk control strategy/post-loan performance data indicator monitoring and regularly report the business & risk control situation
Collect various types of features in maintain & optimize business which is include data collection, processing, usage scenarios, etc; formulate daily feature monitoring reports and regularly give strategies/models certain data application suggestions based on data performance
Assist in building a data mart, building a wide data table, and constantly mining user portraits and other dimensional features for all business parties
Regularly conduct data analysis and review on risk strategy/model effect/product profitability, and point out potential problems & risks based on the analysis results, and propose the solutions



Requirements:

Bachelor degree or above which is relate to economic, mathematic, and statistics
2+ years experience with data analysis experience in e-commerce/fintech company, prefer with credit analysis experience
Fluent with hive SQL, familiar to use Python, SAS. R. spark, etc for data analyzing
Master statistical methods and tools, and familiar with the methods of statistical testing of models
Logical thinking, proactive, strong communication skills, good at teamwork"
126,Business System Analyst,Traveloka,Area DKI Jakarta,2023-08-29,Senior tingkat menengah,Penuh waktu,Teknologi Informasi,Penerbitan Konten Online,"Connected technologies

To present compelling proposals to help customers develop a modern IT solutions to drive business result.
Collaborate with Partner ecosystem - establish technical relationships with key integrators, software vendors and managed services providers




Digitalization

To establish the system connectivity between Suppliers, Distributors and company.
Develop channel for Ecommerce either direct or fulfilment through distributors
Develop internal Power BI dashboards for different function
Combine different data from different system (data source) into specific report required by user"
127,Business Analyst - Retail,Michael Page,Area DKI Jakarta,2023-06-20,Senior tingkat menengah,Penuh waktu,Teknologi Informasi,Penerbitan Konten Online,"About Agoda




Agoda is an online travel booking platform for accommodations, flights, and more. We build and deploy cutting-edge technology that connects travelers with more than 3.6 million accommodations globally. Based in Asia and part of Booking Holdings, our 6,000+ employees representing 90+ nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership, enhancing the ability for our customers to experience the world.




Get To Know Our Team




The People Team is a purveyor of opportunity, searching the globe for the most talented individuals and offering them an open, collaborative workplace. By prioritizing skill and potential, we have cultivated a powerful assembly of professionals through our drive for equal opportunity and diversity. We make the move to Agoda a breeze with assisted onboarding programs, and we continue to support and enrich our thousands of Agoda employees through individual growth with outstanding learning programs and various means of assistance. Our development of incredible benefits has ensured everyone can stay strong, healthy, and happy during their time at Agoda. Leading ambitious changes and making a positive impact in the lives of our employees, the People Team is a crucial and rewarding part of the Agoda family.




The Opportunity




The




People Analytics Specialist will contribute to the People Planning & Analytics organizations’ success by providing pro-active analysis around People data, working with People Team and other Business stakeholders to identify patterns and provide actionable recommendations. As an Analytics Business partner bridging our People Domain business partners, Agoda business units and Data products & solution delivery team to ensure requirements are identified correctly and projects are progressing as defined scope and timeline.




As part of the organization, you’ll be working actively on workforce planning and progressive improvement of the tools and processes of the team. This role collaborates closely with Finance and People team stakeholders to ensure activities are aligned with Agoda’s strategic goals and Personnel budget.




The rapid growth of the business and the increasing complexity driven by new launches and services make this an exciting, and challenging proposition.




In This Role, You’ll Get To




Collaborate with all levels of Business Partners in the organization, and be a trusted advisor related to People Analytics and gain subject matter expertise in key levers of Agoda’s business.
Add immediate value by d elivering insightful analysis, dashboards, and presentations to business & leadership about People data (recruitment, attrition, performance) to support long-term strategic decision making.
Get involved in the operational Budgeting and Workforce planning of the company




What You’ll Need To Succeed




Bachelor’s degree required.
Great communication & stakeholder management skills.
Ownership mindset and ability to meet tight deadlines with a logical, methodical approach to prioritizing tasks and responsibilities.
Ability to work well with employees in a highly multicultural environment.
3-5 years of experience as a Data analyst, including practical experience with MSSQL (or equivalent database), Tableau visualization.
High level of discretion, confidentiality, and ethics with strong attention to detail and accuracy.
Be a self-starter with the ability to work independently, while also collaborating with cross-functional teams.




It’s Great if You Have




Commercial awareness, ability to think both analytically and strategically, to identify underlying business issues.
Willingness to challenge the status quo and propose improvements in existing processes.
Curiosity and willingness to get involved in the business to understand the story behind the numbers.
Experience with Financial Planning, Workforce Planning.




#4 #Bangkok #Thailand #Manila #hochiminh #jakarta #bucharest #delhi #karachi




Equal Opportunity Employer




At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.




We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy .




To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias, Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes.


"
128,SQL Databases Developer,PT. Anandita Jagad Perkasa,Area DKI Jakarta,2023-09-13,Tingkat pemula,Penuh waktu,Teknologi Informasi,Jasa TI dan Konsultan TI,"Build an Enterprise Data Analytics for the entire organization|Work closely with key stakeholders



About Our Client

Giant Tech Player.

Job Description

Become the ""Data Advisor"" for business team and making an impact by summarizing, profiling, sampling and analyzing terabytes of data
Builds a collaborative culture in the data analyst team
Analyse current subordinates' performances through KPIs and metrics
Understand business requirements from users, analyze these findings, and and define the data solutions
Create and maintain optimal data analysis scripts
Identify opportunities for automation, efficient data collection, smarter analytics
Assemble large, complex data sets that meet functional / non-functional business requirements.
Follow data governance and security guidelines
Follow Organization standards for data quality, security, access
Implement best practices in data model based on what business need
Develop data automation for data collection, analysis, output
Develop code and scripts using SQL and Python programming
Research opportunities for new uses cases

The Successful Applicant


At least 8+ years of experience in a Data Analytics role, who has attained a Graduate degree in Computer Science, Statistics, Informatics, Information Systems, Mathematics or another quantitative field.
Have a good understanding of: Database (Relational & NoSQL): BigQuery, MySQL, SQL Server, PostgreSQL, etc
Data pipeline and workflow management tools: Airflow, etc.
Exposure working in finance and accounting processes is a plus
In-depth understanding of database structure principles, data warehousing, data mining concepts
Experience with cloud computing platform GCP and UNIX environment is a plus
Experience supporting and working with cross-functional teams in a dynamic environment
Good communication skills in order to collaborate with our local and international teams
What's on Offer

It's a new set up team to lead multiple exciting projects!

Contact: Miyako Mataru

Quote job ref: JN-092023-6177403"
129,Data Management - Global Series B Fintech,Michael Page,Area DKI Jakarta,2023-03-29,Tingkat pemula,Penuh waktu,Teknologi Informasi,Jasa TI dan Konsultan TI,"Our Company




We, at RegASK are a high growth global RegTech company leveraging technology and global network of experts to revolutionize regulatory intelligence, serving the LifeSciences (MedTech, CROs, Pharma) and FMCG industries (Food, Personal Care). The RegASK team is highly diverse, with more than 10 nationalities across 3 continents, entrepreneurial and very agile, We just completed our Series A funding round in December 2022 and are currently recruiting highly motivated individuals to expand its team and support its ambitious growth plans.




Part of Sprim Global Investments portfolio, a group of 500+ people in 19 offices across 6 continents, implementing new ideas to deliver better health, RegASK is a rewarding place to work.




If you are a doer who enjoys working across industries and continents, autonomous in your working style, and eager to problem solve, we would love to hear from you.




THE POSITION




Senior Data Engineer




RegASK is seeking for a full-time Senior Data Engineer to Design, Implement, Transform and Analyze Data through efficient Data strategies.




In this role, you will benefit from the mentorship of highly skilled experts and you will be working in a fast-paced environment managing multiple projects at once, which involve stakeholders across the company.




Responsibilities:
Data Acquisition
Design and implement data acquisition strategies like: integration with new data vendors, creation of new services (e.g. newsletter service)
Maintenance and support of current services (ParseHub, RSSFeed reader, Webz.io integration)
Data Transformation
Design and improve the current data pipeline architecture
Collaborate with Dev Team and AI team to develop new services to improve data automation
Improve the current data acquisition and transformation tracing
Analyse the data transformation trace and take actions when needed (e.g. repair services that are malfunctioning)
Data Analysis
Collaborate with the Data Manager to design and improve the data architecture accordingly to the business needs
Collaborate with the Data Science team to collect and prepare the data for the AI development
Collaborate with Prod Manager team to ensure quality and automation of the metrics
DataOps
Implement a DataOps process to ensure data versioning, security, etc.
Align to the company’s culture and show great team work abilities.




Requirements:




Previous experience as a data engineer or in a similar role
Technical expertise with data models, data mining, and segmentation techniques
Good familiarity with web-crawling techniques
Excellent Knowledge of Python programming language
Hands-on experience with both relational and non-relational database design
Proven experience with Agile methodology
Knowledge of Machine Learning methods
Good understanding of CI/CD pipeline is a plus.
Degree in Computer Science, IT, or similar field; a Master’s is a plus




How to Apply:




If you are excited about this opportunity and believe you have the skills and qualifications to excel as our Data Engineer, please submit your resume for consideration.




We appreciate all applications, but only selected candidates will be contacted for an interview.




Thank you for considering joining the RegASK team. We look forward to reviewing your application!




Powered by JazzHR




o1BotuRGKr"
